Category,Description,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CRM OF MUSHROOM ,COND",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL SOUP,"CAMPBELL SOUP,HEALTHY REQUEST,HOMESTYL CHICK NOODLE,COND",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,MINESTRONE SOUP,COND",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,TOMATO SOUP,COND",0,0.0,0.0,4.8,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,HEALTHY REQUEST,VEG SOUP,COND",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL SOUP,"CAMPBELL SOUP,PREGO PASTA,CHUNKY GARDEN COMB ITALIAN SAU,RTS",0,0.0,0.0,1.8,0.0,0.0
CAMPBELL,"CAMPBELL,PREGO PASTA,CHNKY GRDN TMTO,ON & GRLIC ITAL SAU,RTS",0,0.0,0.0,2.9,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S AU JUS GRAVY",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S BF GRAVY",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S BROWN GRAVY W/ ONIONS",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S CHICK GRAVY",0,0.0,0.0,0.0,0.0,0.0
BARBECUE LOAF,"BARBECUE LOAF,PORK,BEEF",3,1.68,0.26,0.0,0.0,0.0
BEERWURST,"BEERWURST,BEER SALAMI,PORK & BF",3,1.16,0.23,0.6,0.19,1.3
BEERWURST,"BEERWURST,BEER SALAMI,PORK",0,0.87,0.35,0.0,0.0,0.0
No Category,SAUSAGE  BERLINER  PORK  BF,0,2.67,0.2,0.0,0.0,1.6
No Category,BLOOD SAUSAGE,0,1.0,0.04,0.0,0.13,0.0
No Category,BOCKWURST  PORK  VEAL  RAW,77,0.86,0.378,3.2,0.38,70.2
BOLOGNA,"BOLOGNA,BF",13,1.27,0.17,15.2,0.35,1.7
BOLOGNA,"BOLOGNA,BF & PORK",25,1.82,0.297,0.8,0.0,0.3
BOLOGNA,"BOLOGNA,PORK",0,0.93,0.27,0.0,0.26,0.3
No Category,BOLOGNA  TURKEY,9,0.23,0.243,13.3,0.45,0.3
BRATWURST,"BRATWURST,PORK,CKD",2,0.73,0.327,0.0,0.26,3.4
BRAUNSCHWEIGER (A LIVER SAUSAGE),"BRAUNSCHWEIGER (A LIVER SAUSAGE),PORK",4220,20.09,0.33,0.0,0.35,1.6
BROTWURST,"BROTWURST,PORK,BF,LINK",0,2.05,0.13,0.0,0.27,0.0
CHEESEFURTER,"CHEESEFURTER,CHS SMOKIE,PORK,BF",47,1.73,0.13,0.0,0.24,1.6
No Category,CHICKEN ROLL  LT MEAT,25,0.36,0.37,0.0,0.27,0.0
No Category,CHICKEN SPRD,30,0.13,0.15,0.0,0.0,0.0
CHORIZO,"CHORIZO,PORK AND BEEF",0,2.0,0.53,0.0,0.22,1.6
CORNED BEEF LOAF,"CORNED BEEF LOAF,JELLIED",0,1.27,0.12,0.0,0.0,0.0
DUTCH BRAND LOAF,"DUTCH BRAND LOAF,CHICK,PORK & BF",33,0.9,0.236,1.4,0.26,1.2
No Category,FRANKFURTER  BF,0,1.72,0.089,0.0,0.2,1.8
No Category,FRANKFURTER  BF & PORK,18,1.3,0.13,0.0,0.25,1.8
FRANKFURTER,"FRANKFURTER,CHICK",0,0.54,0.323,0.0,0.22,0.0
FRANKFURTER,"FRANKFURTER,TURKEY",0,0.82,0.143,0.0,0.62,0.0
HAM,"HAM,CHOPPED,CANNED",0,0.7,0.32,2.0,0.25,0.0
HAM,"HAM,CHOPPED,NOT CANNED",0,0.92,0.35,0.0,0.23,0.0
HAM,"HAM,SLICED,EX LN",0,0.36,0.394,0.0,0.29,0.0
HAM,"HAM,SLICED,REG (APPROX 11% FAT)",0,0.42,0.329,4.0,0.08,0.0
HAM,"HAM,MINCED",0,0.95,0.26,0.0,0.27,0.0
No Category,HAM SALAD SPREAD,0,0.76,0.15,0.0,1.74,0.0
No Category,HAM&CHS LOAF OR ROLL,0,0.81,0.26,0.0,0.27,0.0
No Category,HAM AND CHEESE SPREAD,91,0.73,0.13,0.0,0.0,0.0
HEADCHEESE,"HEADCHEESE,PORK",0,1.05,0.19,0.0,0.25,3.4
No Category,HONEY LOAF  PORK  BF,3,1.08,0.33,0.0,0.12,1.6
SAUSAGE,"SAUSAGE,ITALIAN,PORK,RAW",0,0.91,0.3,2.0,0.0,0.0
KIELBASA,"KIELBASA,KOLBASSY,PORK,BF,NONFAT DRY MILK",0,0.73,0.184,0.0,0.22,2.1
No Category,KNACKWURST  KNOCKWURST  PORK  BF,0,1.18,0.17,0.0,0.57,1.6
No Category,LEBANON BOLOGNA  BF,12,2.9,0.391,0.9,0.57,0.3
LIVER CHEESE,"LIVER CHEESE,PORK",5252,24.55,0.47,3.0,0.0,0.0
LIVER SAUSAGE,"LIVER SAUSAGE,LIVERWURST,PORK",8308,13.46,0.19,0.0,0.0,0.0
LUNCHEON MEAT,"LUNCHEON MEAT,BEEF,LOAVED",0,3.89,0.19,0.0,0.22,1.8
LUNCHEON MEAT,"LUNCHEON MEAT,BF,THIN SLICED",0,1.93,0.399,0.0,0.19,0.4
USDA CMDTY,"USDA CMDTY,LUNCHEON MEAT,CND",0,0.92,0.272,0.0,0.16,0.0
LUNCHEON MEAT,"LUNCHEON MEAT,PORK,CANNED",0,0.9,0.21,1.0,0.26,0.0
LUNCHEON MEAT,"LUNCHEON MEAT,PORK,BEEF",0,1.28,0.2,0.0,0.22,1.6
MORTADELLA,"MORTADELLA,BEEF,PORK",0,1.48,0.13,0.0,0.22,1.6
OLIVE LOAF,"OLIVE LOAF,PORK",60,1.26,0.23,0.0,0.25,3.4
PASTRAMI,"PASTRAMI,TURKEY",4,0.24,0.27,8.1,0.22,0.0
PATE,"PATE,CHICKEN LIVER,CANNED",217,8.07,0.26,10.0,0.98,0.0
PATE,"PATE,GOOSE LIVER,SMOKED,CND",1001,9.4,0.06,0.0,0.0,0.0
PATE,"PATE,LIVER,NOT SPECIFIED,CND",991,3.2,0.06,2.0,0.0,0.0
No Category,PEPPERED LOAF  PORK  BF,0,1.96,0.27,0.0,0.22,1.6
PEPPERONI,"PEPPERONI,PORK,BEEF",0,1.73,0.353,0.7,0.0,5.8
PICKLE&PIMIENTO LOAF,"PICKLE&PIMIENTO LOAF,PORK",78,0.54,0.418,7.8,0.4,5.1
POLISH SAUSAGE,"POLISH SAUSAGE,PORK",0,0.98,0.19,1.0,0.0,0.0
LUXURY LOAF,"LUXURY LOAF,PORK",0,1.37,0.31,0.0,0.0,0.0
MOTHER'S LOAF,"MOTHER'S LOAF,PORK",0,1.05,0.18,1.0,0.0,0.0
PICNIC LOAF,"PICNIC LOAF,PORK,BEEF",0,1.5,0.3,0.0,0.0,0.0
PORK SAUSAGE,"PORK SAUSAGE,FRSH,RAW",13,0.85,0.306,0.7,0.19,0.4
PORK SAUSAGE,"PORK SAUSAGE,FRSH,CKD",12,1.18,0.327,0.7,0.55,0.4
PORK&BF SAUSAGE,"PORK&BF SAUSAGE,FRSH,CKD",0,0.43,0.05,0.0,0.22,1.6
TURKEY SAUSAGE,"TURKEY SAUSAGE,RED FAT,BROWN&SERVE,CKD",2,0.28,0.234,0.0,0.0,0.0
No Category,POULTRY SALAD SNDWCH SPRD,42,0.38,0.11,1.0,2.2,0.0
No Category,SALAMI  CKD  BF,0,3.06,0.18,0.0,0.19,1.3
SALAMI,"SALAMI,CKD,BF&PORK",0,1.52,0.459,0.0,0.22,3.2
SALAMI,"SALAMI,COOKED,TURKEY",2,0.99,0.427,0.0,0.24,1.3
SALAMI,"SALAMI,DRY OR HARD,PORK",0,2.8,0.55,0.0,0.0,0.0
SALAMI,"SALAMI,DRY OR HARD,PORK,BF",0,1.9,0.5,0.0,0.28,1.3
SANDWICH SPREAD,"SANDWICH SPREAD,PORK,BEEF",26,1.12,0.12,0.0,1.74,1.6
SMOKED LINK SAUSAGE,"SMOKED LINK SAUSAGE,PORK",0,0.66,0.179,0.0,0.25,0.0
SAUSAGE,"SAUSAGE,SMOKED LINK SAUSAGE,PORK & BF",13,0.58,0.163,0.0,0.13,0.0
SMOKED LINK SAUSAGE,"SMOKED LINK SAUSAGE,PORK&BF,FLR&NONFAT DRY MILK",0,1.32,0.13,3.2,0.22,1.6
SMOKED LINK SAUSAGE,"SMOKED LINK SAUSAGE,PORK&BF,NONFAT DRY MILK",0,1.57,0.18,0.0,0.0,0.0
THURINGER,"THURINGER,CERVELAT,SMMR SAUSAGE,BF,PORK",0,5.5,0.26,16.6,0.22,1.3
No Category,TURKEY BREAST MEAT,10,0.09,0.128,5.7,0.09,0.0
TURKEY HAM,"TURKEY HAM,CURED TURKEY THIGH MEAT",7,0.23,0.209,8.9,0.64,0.0
TURKEY ROLL,"TURKEY ROLL,LIGHT MEAT",0,0.37,0.41,0.0,0.13,0.0
TURKEY ROLL,"TURKEY ROLL,LT&DK MEAT",0,0.23,0.27,0.0,0.34,0.0
SAUSAGE,"SAUSAGE,VIENNA,CND,CHICK,BF,PORK",0,1.02,0.12,0.0,0.22,1.6
HONEY ROLL SAUSAGE,"HONEY ROLL SAUSAGE,BEEF",0,2.35,0.27,0.0,0.0,0.0
SAUSAGE,"SAUSAGE,ITALIAN,PORK,CKD",10,1.3,0.33,0.1,0.25,3.4
LUNCHEON SAUSAGE,"LUNCHEON SAUSAGE,PORK&BF",0,1.96,0.2,0.0,0.0,0.0
NEW ENGLAND BRAND SAUSAGE,"NEW ENGLAND BRAND SAUSAGE,PORK,BF",0,1.34,0.36,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,BOLOGNA (CHICK,PORK,BF)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,BOLOGNA (BEEF)",0,1.43,0.17,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,BOLOGNA (BEEF LIGHT)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,BOLOGNA (FAT FREE)",0,0.0,0.0,0.0,0.0,0.0
No Category,OSCAR MAYER  BOLOGNA LIGHT (PORK  CHICK  BEEF),0,0.29,0.163,0.0,0.0,0.0
No Category,OSCAR MAYER. BOLOGNA (WISCONSIN MADE RING),0,1.26,0.14,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SLICED)",4723,18.78,0.33,9.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SAREN TUBE)",0,18.52,0.34,9.0,0.0,0.0
No Category,OSCAR MAYER  CHICKEN BREAST (HONEY GLAZED),0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,CHICK BREAST (OVEN RSTD,FAT FREE)",0,0.0,0.0,0.0,0.0,0.0
No Category,OSCAR MAYER  HAM & CHEESE LOAF,0,0.76,0.25,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,HAM (CHOPPED W/ NAT JUICE)",0,0.0,0.0,0.0,0.0,0.0
No Category,OSCAR MAYER  HAM (WATER ADDED  BKD CKD 96% FAT FREE),0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,HAM (H2O ,BLD)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,HAM (H2O ,HONEY)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,HAM (H2O ,SMOKED,CKD)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,HAM (40%HAM/WATER PRODUCT,SMOKED,FAT FREE)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,HEAD CHEESE",0,0.95,0.13,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,LIVER CHS,PORK FAT WRAPPED",7133,24.29,0.45,2.7,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,LUNCHEON LOAF (SPICED)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,OLD FASHIONED LOAF",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,OLIVE LOAF (CHICK,PORK,TURKEY)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,PICKLE PIMIENTO LOAF (W/CHICK)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,PORK SAUSAGE LINKS (CKD)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,SALAMI BF COTTO",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,SALAMI COTTO (BF,PORK,CHICK)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,SALAMI (FOR BEER)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,SALAMI (GENOA)",0,1.32,0.34,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,SALAMI (HARD)",5,1.88,0.44,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,SNDWCH SPRD (PORK,CHICK,BF)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,SMOKIE LINKS SAUSAGE",0,0.0,0.0,0.0,0.0,0.0
No Category,OSCAR MAYER  SMOKIES (BEEF),0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,SMOKIES (CHS)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,SMOKIES SAUSAGE LITTLE (PORK,TURKEY)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,SMOKIES SAUSAGE LITTLE CHS (PORK,TURKEY)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,SMMR SAUSAGE BF THURINGER CERVELAT",0,5.5,0.26,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,SMMR SAUSAGE THURINGER CERVALAT",0,3.76,0.3,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,TURKEY BREAST (SMOKED,FAT FREE)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,WIENERS (PORK,TURKEY)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,WIENERS (BEEF FRANKS)",0,1.63,0.072,0.0,0.0,0.0
No Category,OSCAR MAYER  WIENERS (BEEF FRANKS  BUN LENGTH),0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,WIENERS (BEEF FRANKS,FAT FREE)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,WIENERS (BEEF FRANKS,LIGHT)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,WIENERS (CHEESE HOT DOGS W/ TURKEY)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,WIENERS (FAT FREE HOT DOGS)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,WIENERS (LIGHT PORK,TURKEY,BEEF)",0,0.0,0.0,0.0,0.0,0.0
OSCAR MAYER,"OSCAR MAYER,WIENERS LITTLE (PORK,TURKEY)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,CHICK BREAST CLASSIC BKD /GRILL (CARVING BOARD)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,CHICK BREAST (OVEN RSTD DELUXE)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,CHICK (WHITE,OVEN RSTD)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,FRANKS (TURKEY & CHICK CHEESE)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,FRANKS (TURKEY & CHICKEN)",0,0.0,0.0,0.0,0.0,0.0
No Category,LOUIS RICH  TURKEY BACON,0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,TURKEY BOLOGNA",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,TURKEY BREAST & WHITE TURKEY (OVEN ROASTED)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,TURKEY BREAST&WHITE TURKEY (SMOKED SLICED)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,TURKEY (HONEY RSTD,FAT FREE)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,TURKEY BREAST (OVEN RSTD,FAT FREE)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,TURKEY BREAST (OVEN RSTD,PORTION FAT FREE)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,TURKEY BREAST (SMOKED,CARVING BOARD)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,TURKEY BREAST (SMOKED,PORTION FAT FREE)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,TURKEY HAM (10% H2O)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,TURKEY NUGGETS/STICKS (BREADED)",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,TURKEY SALAMI",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,TURKEY SALAMI COTTO",0,0.0,0.0,0.0,0.0,0.0
LOUIS RICH,"LOUIS RICH,TURKEY SMOKED SAUSAGE",0,0.0,0.0,0.0,0.0,0.0
BUTCHER BOY MEATS,"BUTCHER BOY MEATS,INC.,TURKEY FRANKS",15,0.25,0.208,0.8,0.0,0.0
CARL BUDDIG,"CARL BUDDIG,CKD CORNED BF,CHOPD,PRESSED",0,0.0,0.0,0.0,0.0,0.0
CARL BUDDIG,"CARL BUDDIG,SMOKED SLICED CHICK,LT&DK MEAT",0,0.0,0.0,0.0,0.0,0.0
CARL BUDDIG,"CARL BUDDIG,SMOKED SLICED BF",0,0.0,0.0,0.0,0.0,0.0
CARL BUDDIG,"CARL BUDDIG,SMOKED SLICED TURKEY,LT&DK MEAT",0,0.0,0.0,0.0,0.0,0.0
CARL BUDDIG. CKD SMOKED BF PASTRAMI,"CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED",0,0.0,0.0,0.0,0.0,0.0
CARL BUDDIG,"CARL BUDDIG,SMOKED SLICED HAM",0,0.0,0.0,0.0,0.0,0.0
No Category,HORMEL SPAM  LUNCHEON MEAT  PORK W/ HAM  MINCED  CND,0,0.0,0.0,0.9,0.0,0.0
HORMEL SPAM,"HORMEL SPAM,LT LUNCH MT,PORK & CHICK,MINCED,CND,VIT C ADDED",0,0.0,0.0,38.5,0.0,0.0
No Category,HORMEL PILLOW PAK SLICED TURKEY PEPPERONI,15,0.0,0.0,0.0,0.0,0.0
No Category,HORMEL WRANGLER BEEF FRANKS,4,0.0,0.0,19.9,0.0,0.0
TURKEY,"TURKEY,PORK,&BF SAUSAGE,LOFAT,SMOKED",0,0.28,0.1,1.9,0.09,0.0
USDA COMMODITY,"USDA COMMODITY,PORK,SAUSAGE,BULK/LINKS/PATTIES,FRZ,CKD",15,0.89,0.28,0.0,0.0,0.0
FRANKFURTER,"FRANKFURTER,BF,PORK,& TURKEY,FAT FREE",0,1.06,0.181,24.0,0.0,1.8
LUNCHEON MEAT,"LUNCHEON MEAT,PORK,HAM,&CHICK,MINCD,CND,RED NA,VIT C, (SPAM)",0,0.61,0.283,43.0,0.24,0.0
USDA COMMODITY,"USDA COMMODITY,PORK SAUSAGE,BULK/LINKS/PATTIES,FRZ,RAW",12,0.84,0.234,0.0,0.0,0.0
LUNCHEON MEAT,"LUNCHEON MEAT,PORK W/HAM,MINCED,CND,INCL SPAM (HORMEL)",0,0.45,0.218,0.0,0.42,0.0
LUNCHEON MEAT,"LUNCHEON MEAT,PORK&CHICK,MINCED,CND,INCL SPAM LITE",0,0.61,0.283,38.5,0.24,0.0
No Category,BRATWURST  VEAL  CKD,0,0.98,0.307,0.0,0.0,0.0
No Category,LIVERWURST SPRD,4091,13.46,0.19,3.5,0.0,0.0
No Category,ROAST BF SPRD,0,2.38,0.15,0.2,0.0,0.0
No Category,SALAMI  PORK  BF  LESS NA,4,1.76,0.489,0.7,0.0,0.0
No Category,SAUSAGE  ITALIAN  SWT  LINKS,0,1.04,0.187,0.2,0.0,0.0
No Category,SAUSAGE  POLISH  BF W/ CHICK  HOT,0,0.98,0.19,0.0,0.0,0.0
No Category,SAUSAGE  POLISH  PORK & BF  SMOKED,0,1.51,0.17,0.0,0.0,0.0
No Category,SAUSAGE  PORK & BF  W/ CHEDDAR CHS  SMOKED,0,1.73,0.13,0.0,0.0,0.0
No Category,SAUSAGE  SMMR  PORK & BF  STKS  W/ CHEDDAR CHS,225,1.73,0.13,0.0,0.0,0.0
No Category,SAUSAGE  TURKEY  BRKFST LINKS  MILD,0,0.79,0.208,0.5,0.19,1.6
No Category,SWISSWURST  PORK & BF  W/ SWISS CHS  SMOKED,100,1.73,0.13,0.0,0.0,0.0
No Category,BACON & BF STKS,0,1.9,0.5,0.0,0.0,1.6
No Category,BRATWURST  BF & PORK  SMOKED,0,2.67,0.2,0.0,0.0,0.0
BRATWURST,"BRATWURST,CHICK,CKD",30,0.34,0.385,2.0,0.0,0.0
No Category,BRATWURST  PORK  BF & TURKEY  LITE  SMOKED,0,1.6,0.213,0.0,0.0,0.0
No Category,PASTRAMI  BF  98% FAT-FREE,0,1.76,0.18,34.6,0.0,0.0
No Category,SALAMI  ITALIAN  PORK,0,2.8,0.55,0.0,0.0,0.0
No Category,SAUSAGE  ITALIAN  TURKEY  SMOKED,43,0.43,0.381,30.4,0.0,0.0
No Category,SAUSAGE  CHICK  BF  PORK  SKINLESS  SMOKED,0,1.6,0.213,0.0,0.0,0.0
No Category,SAUSAGE  TURKEY  HOT  SMOKED,43,0.43,0.381,30.4,0.09,0.8
YACHTWURST,"YACHTWURST,W/ PISTACHIO NUTS,CKD",0,0.0,0.0,0.0,0.0,0.0
No Category,BEERWURST  PORK & BF,3,1.16,0.23,0.6,0.0,1.6
No Category,CHICKEN BREAST  FAT-FREE  MESQ FLAVOR  SLICED,0,0.07,0.12,0.0,0.0,0.0
No Category,CHICKEN BREAST  OVEN-ROASTED  FAT-FREE  SLICED,0,0.09,0.15,0.0,0.0,0.0
KIELBASA,"KIELBASA,POLISH,TURKEY & BF,SMOKED",0,0.0,0.0,14.8,0.0,0.0
No Category,OVEN-ROASTED CHICK BREAST ROLL,0,0.24,0.298,0.0,0.07,0.5
No Category,BOLOGNA  PORK & TURKEY  LITE,1,0.29,0.163,0.0,0.0,0.0
No Category,BOLOGNA  PORK  TURKEY & BF,0,1.08,0.388,11.0,0.0,0.0
No Category,HAM  HONEY  SMOKED  CKD,0,0.38,0.231,0.6,0.0,0.0
FRANKFURTER,"FRANKFURTER,PORK",79,0.49,0.322,2.0,0.0,0.0
No Category,MACARONI & CHS LOAF  CHICK  PORK & BF,0,0.68,0.329,16.7,0.0,0.0
No Category,SALAMI  ITALIAN  PORK & BF  DRY  SLICED  50% LESS NA,0,1.9,0.5,0.0,0.0,1.3
No Category,PATE  TRUFFLE FLAVOR,4505,3.2,0.06,2.0,0.0,0.0
TURKEY,"TURKEY,BREAST,SMOKED,LEMON PEPPER FLAVOR,97% FAT-FREE",0,0.0,0.0,0.0,0.0,0.0
No Category,TURKEY  WHITE  ROTISSERIE  DELI CUT,2,0.22,0.294,10.0,0.0,0.0
No Category,FRANKFURTER  BF  HTD,0,1.65,0.093,0.0,0.2,1.8
No Category,FRANKFURTER  MEAT  HTD,0,1.57,0.165,0.0,0.18,0.0
No Category,FRANKFURTER  MEAT,0,1.57,0.166,0.0,0.19,0.0
SCRAPPLE,"SCRAPPLE,PORK",626,0.31,0.12,2.5,0.15,3.4
BOLOGNA,"BOLOGNA,CHICK,TURKEY,PORK",13,0.79,0.18,19.7,0.41,0.0
PORK SAUSAGE,"PORK SAUSAGE,PRE-COOKED",19,0.71,0.149,0.7,0.53,2.1
BEEF SAUSAGE,"BEEF SAUSAGE,PRE-COOKED",25,2.03,0.192,0.7,0.49,2.1
TURKEY SAUSAGE,"TURKEY SAUSAGE,FRSH,RAW",13,1.3,0.431,2.3,0.13,0.0
BEEF SAUSAGE,"BEEF SAUSAGE,FRSH,CKD",13,2.01,0.313,0.0,0.24,1.1
PORK & TURKEY SAUSAGE,"PORK & TURKEY SAUSAGE,PRE-COOKED",21,0.58,0.124,0.7,0.52,5.7
TURKEY SAUSAGE,"TURKEY SAUSAGE,FRSH,CKD",13,1.23,0.322,0.7,0.18,1.5
BOLOGNA,"BOLOGNA,CHICK,PORK,BF",13,0.59,0.227,15.8,0.25,0.1
BOLOGNA,"BOLOGNA,CHICK,PORK",13,0.5,0.19,13.2,0.64,0.6
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN ORIGINAL",525,18.8,12.0,20.0,1.24,5.2
CEREALS RTE,"CEREALS RTE,OATS,CORN PUFFED MIXTURE,PRESWEETENED",704,4.69,1.56,0.0,0.06,1.4
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S APPL JACKS",802,6.0,2.525,59.4,0.13,0.5
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN BRAN BUDS",511,20.0,6.7,20.0,1.58,0.9
CEREALS RTE,"CEREALS RTE,QUAKER,CAP'N CRUNCH",7,0.0,2.12,0.0,0.72,0.3
CEREALS RTE,"CEREALS RTE,QUAKER,CAP'N CRUNCH W/ CRUNCHBERRIES",7,0.01,2.13,0.1,0.63,0.5
CEREALS RTE,"CEREALS RTE,QUAKER,CAP'N CRUNCH'S PNUT BUTTER CRUNCH",8,0.0,2.04,0.0,0.69,0.5
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CHEERIOS",867,6.2,1.775,24.4,0.68,3.2
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S COCOA KRISPIES",492,6.92,3.28,48.4,0.26,0.1
CEREALS RTE,"CEREALS RTE,RICE,PUFFED,PRESWEETENED,W/ COCOA,SINGLE BRAND",776,5.17,1.72,0.0,0.12,0.8
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,COOKIE CRISP",488,5.0,1.667,20.0,0.88,4.9
CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER CRUNCHY BRAN",8,0.0,2.04,0.0,0.71,0.3
CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CORN CHEX",455,5.0,1.667,20.0,0.25,0.4
CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S CORN FLAKES",456,9.47,3.44,22.0,0.13,0.0
