Category,Description,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
LIPTON,"LIPTON,ALFREDO EGG NOODLES IN A CREAMY SAU,DRY MIX",0,0.0,0.0,0.0,0.0,0.0
HORMEL CHILI,"HORMEL CHILI,NO BNS,CND ENTREE",0,0.0,0.0,0.0,0.0,0.0
HORMEL TURKEY CHILI W/BNS,"HORMEL TURKEY CHILI W/BNS,CND ENTREE",0,0.0,0.0,0.6,0.0,0.0
FREEZER QUEEN GRAVY&SLICED BF MEAL,"FREEZER QUEEN GRAVY&SLICED BF MEAL,MSHD POT&CARROTS,FRZ MEAL",208,0.0,0.0,0.0,0.0,0.0
BANQUET GRY & SALURY STK W/ MSHD POT & CORN IN SEASONSAU,"BANQUET GRY & SALURY STK W/ MSHD POT & CORN IN SEASONSAU,FRZ",0,0.0,0.0,0.0,0.0,0.0
HEALTHY CHOIC MESQ CHK BBQ,"HEALTHY CHOIC MESQ CHK BBQ,RSTD RED POT,MXD VEG IN SAU,FRZ",0,0.0,0.0,3.0,0.0,0.0
STAGG DYNAMITE CHILI W/BNS,"STAGG DYNAMITE CHILI W/BNS,CND ENTREE",0,0.0,0.0,1.2,0.0,0.0
STAGG RANCHHOUSE CHILI W/BNS,"STAGG RANCHHOUSE CHILI W/BNS,CND ENTREE",0,0.0,0.0,2.1,0.0,0.0
STAGG CLASSIC CHILI W/BNS,"STAGG CLASSIC CHILI W/BNS,CND ENTREE",0,0.0,0.0,1.0,0.0,0.0
STAGG COUNTRY CHILI W/BNS,"STAGG COUNTRY CHILI W/BNS,CND ENTREE",0,0.0,0.0,0.7,0.0,0.0
STAGG SILVERADO CHILI W/BNS,"STAGG SILVERADO CHILI W/BNS,CND ENTREE",0,0.0,0.0,2.1,0.0,0.0
HORMEL CHILI W/BNS,"HORMEL CHILI W/BNS,CND ENTREE",0,0.0,0.0,0.2,0.0,0.0
HORMEL VEGETARIAN CHILI W/BNS,"HORMEL VEGETARIAN CHILI W/BNS,CND ENTREE",0,0.0,0.0,0.5,0.0,0.0
HORMEL RST BF HASH,"HORMEL RST BF HASH,CND ENTREE",0,0.0,0.0,0.8,0.0,0.0
TORTELLINI,"TORTELLINI,PASTA W/CHS FILLING",38,0.16,0.043,0.0,0.16,1.3
PIZZA,"PIZZA,PEPPERONI TOPPING,REG CRUST,FRZ,CKD",0,0.57,0.099,1.9,0.0,0.0
CHILI CON CARNE W/BNS,"CHILI CON CARNE W/BNS,CND ENTREE",0,0.65,0.127,1.4,0.0,0.0
BEEF STEW,"BEEF STEW,CANNED ENTREE",88,0.37,0.129,4.4,0.12,3.5
CHICKEN POT PIE,"CHICKEN POT PIE,FRZ ENTREE,PREP",266,0.32,0.12,0.3,0.16,1.6
PASTA W/MEATBALLS IN TOMATO SAU,"PASTA W/MEATBALLS IN TOMATO SAU,CND ENTREE",14,0.23,0.066,3.0,0.77,1.8
BEEF,"BEEF,CORNED BF HASH,W/ POTATO,CND",0,0.41,0.231,0.9,0.04,1.8
LASAGNA,"LASAGNA,CHS,FRZ,PREP",39,0.57,0.069,17.1,0.88,9.1
CHILI,"CHILI,NO BNS,CND ENTREE",0,1.02,0.129,1.8,0.0,0.0
SPAGHETTI,"SPAGHETTI,W/ MEATBALLS,CND",0,0.28,0.064,0.0,0.0,1.1
SPAGHETTI,"SPAGHETTI,NO MEAT,CND",0,0.0,0.053,0.0,0.0,0.7
LASAGNA W/ MEAT & SAU,"LASAGNA W/ MEAT & SAU,LOW-FAT,FRZ ENTREE",0,0.45,0.122,17.9,0.0,0.0
LASAGNA W/ MEAT & SAU,"LASAGNA W/ MEAT & SAU,FRZ ENTREE",0,0.74,0.07,21.5,0.0,0.0
BURRITO,"BURRITO,BF & BEAN,FRZ",11,0.0,0.09,0.8,0.0,6.8
BURRITO,"BURRITO, BEAN AND CHEESE, FROZEN",49,0.0,0.084,0.0,0.0,6.2
HC TRADITION MT LF W/BRN SAU,"HC TRADITION MT LF W/BRN SAU,MSHD POTS,GRN BNS & APL CRP,FRZ",0,0.0,0.0,7.7,0.0,0.0
HC SALBRY STK W/MSHRM GRVY,"HC SALBRY STK W/MSHRM GRVY,RST RED POT,GRN BNS,CRN,CART MEDY",0,0.0,0.0,12.0,0.0,0.0
HC CONTRY RSTD TKY W/CRANBERRY APPL SAU,"HC CONTRY RSTD TKY W/CRANBERRY APPL SAU,GRN BNS & CARROT BLD",0,0.0,0.0,45.9,0.0,0.0
HC MESQ BF W/BBQ SAU,"HC MESQ BF W/BBQ SAU,RSTD RED POT & CORN,CAROT PEA MELEY,FRZ",0,0.0,0.0,5.0,0.0,0.0
MARIE CALLENDER TKY W/GRY & DRSNG W/ MSHD POT,"MARIE CALLENDER TKY W/GRY & DRSNG W/ MSHD POT,GRN BNS & CRAN",0,0.0,0.0,1.1,0.0,0.0
WEIGHT WATCHERS SMART ONES,"WEIGHT WATCHERS SMART ONES,CHICK TENDERLOINS W/ BBQ SAU",0,0.0,0.0,3.2,0.0,0.0
MORNINGSTAR FARMS VEGGIE MEDLEY W/ ORG SOY,"MORNINGSTAR FARMS VEGGIE MEDLEY W/ ORG SOY,FRZ,UNPREP",0,0.0,0.0,0.0,0.0,0.0
BURRITO,"BURRITO,BEAN & CHS,MICROWAVED",60,0.05,0.108,0.0,0.23,3.0
BURRITO,"BURRITO,BF & BEAN,MICROWAVED",13,0.0,0.132,0.0,0.0,7.5
CAMPBELL,"CAMPBELL,SPAGHETTIOS,MINI BF RAVIOLI IN MEAT SAU",0,0.0,0.0,0.5,0.0,0.0
CAMPBELL,"CAMPBELL,SPAGHETTIOS,SPAGHETTI IN TOMATO & CHS SAU",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS ORIGINAL",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS A TO Z'S",0,0.0,0.0,2.4,0.0,0.0
SPAGHETTIOS,"SPAGHETTIOS, Danny PhantomShaped Pasta with Sliced Franks",0,0.0,0.0,2.4,0.0,0.0
CAMPBELL,"CAMPBELL, SPAGHETTIOS,DORA THE EXPLORERSHAPED PASTA",0,0.0,0.0,2.4,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS IN MEAT SAU",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL ,"CAMPBELL ,SPAGHETTIOS,SPAGHETTIOS PLUS CA",0,0.0,0.0,2.4,0.0,0.0
CAMPBELL ,"CAMPBELL ,SPAGHETTIOS RAVIOLIOS BF RAVIOLI IN MEAT SAU",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIO'S W/ MEATBALLS",0,0.0,0.0,2.4,0.0,0.0
CAMPBELL ,"CAMPBELL ,SPAGHETTIOS,SPAGHETTIO'S W/ SLICED FRANKS",0,0.0,0.0,2.4,0.0,0.0
CAMPBELL,"CAMPBELL,SPAGHTETTIOS A TO Z'S W/ MEATBALLS",0,0.0,0.0,2.4,0.0,0.0
CAMPBELL ,"CAMPBELL ,SUPPER BAKES MEAL KITS,CHEESY CHICK W/ PASTA",0,0.0,0.0,0.0,0.0,0.0
SUPPER BAKES MEAL KITS,"SUPPER BAKES MEAL KITS,CREAMY STROGANOFF SAU W/ PASTA",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,"CAMPBELL,SUPPER BAKES MEAL KITS,GARLIC CHICK W/ PASTA",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,"CAMPBELL, SUPPER BAKES MEAL KITS,HERB CHICK W/ RICE",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL SUPPER BAKES MEAL KITS,"CAMPBELL SUPPER BAKES MEAL KITS,LEMON CHICK W/ HERB RICE",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,"CAMPBELL,SUPPER MEAL KITS,SAVORY PORK CHOPS W/ HERB STUFFING",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,"CAMPBELL,SUPPER BAKES MEAL KITS,SOUTHWEST-STYLE CHICK W/RICE",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,"CAMPBELL,SUPPER BAKES MEAL KITS,TRDNL RST CHK W/ STUFFING",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,SWANSON,CHICK A LA KING",0,0.0,0.0,0.0,0.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,SWANSON,CHICK & DUMPLINGS",0,0.0,0.0,0.0,0.0,0.0
EGG ROLLS,"EGG ROLLS,PORK,REFR,HTD",0,0.15,0.173,0.0,0.27,22.6
EGG ROLLS,"EGG ROLLS,CHICK,REFR,HTD",0,0.1,0.287,0.0,0.37,23.8
EGG ROLLS,"EGG ROLLS,VEG,REFR,HTD",0,0.1,0.144,0.0,0.54,41.9
LASAGNA,"LASAGNA,VEG,FRZ,BKD",68,0.59,0.102,1.1,0.46,17.8
TKY,"TKY,STUFFING,MSHD POTATOE W/GRAVY,ASSORTED VEG,FRZ,MICROWAVE",0,0.33,0.177,0.8,0.24,11.5
RICE BOWL W/ CHICK,"RICE BOWL W/ CHICK,FRZ ENTREE,PREP",32,0.32,0.16,3.0,0.23,3.8
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW",0,2.72,0.38,0.0,0.0,0.0
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",0,2.15,0.35,0.0,0.0,0.0
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,SEL,RAW",0,2.78,0.38,0.0,0.0,0.0
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,SEL,CKD,BRLD",0,2.15,0.35,0.0,0.0,0.0
BEEF,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW",0,2.78,0.39,0.0,0.0,0.0
BEEF,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",0,2.17,0.35,0.0,0.0,0.0
BEEF,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,RAW",0,2.82,0.39,0.0,0.0,0.0
BEEF,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,CKD,BRLD",0,2.18,0.35,0.0,0.0,0.0
BEEF,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",0,3.17,0.612,0.0,0.17,0.2
BF,"BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED",0,4.25,0.577,0.0,0.2,0.0
BEEF,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW",0,2.87,0.622,0.0,0.17,0.2
BF,"BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",0,4.04,0.524,0.0,0.19,0.0
BF,"BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,CHOIC,RAW",0,3.98,0.516,0.0,0.09,0.2
BF,"BF,CHK,CLOD,SHDR TNDR,MED,LN & FAT,0"" FAT,CH,CKD,GRILLED",0,4.73,0.586,0.0,0.17,0.2
BF,"BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,SEL,RAW",0,5.09,0.519,0.0,0.09,0.2
BEEF,"BEEF,CHUCK,SHLDR CLOD,TOP & CNTR ,STK,LN & FAT,0"" FAT,CH,RAW",0,3.56,0.673,0.0,0.18,0.2
BF,"BF,CHK,SHLDR CLOD,TOP & CNTR,STK,LN & FAT,0"" FAT,CH,CKD,GRLD",0,4.56,0.567,0.0,0.18,0.4
BF,"BF,CHUCK,SHLDR CLOD, TOP & CNTR,STK,LN & FAT,0"" FAT,SEL,RAW",0,4.68,0.622,0.0,0.18,0.2
BF,"BF,CHK, CLOD,TOP & CNTR,STK,LN & FAT,0"" FAT,SEL,CKD,GRLD",0,5.71,0.593,0.0,0.18,0.4
BF,"BF,CHK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",0,4.96,0.375,0.0,0.17,0.6
BF,"BF,CHK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED",0,5.75,0.376,0.0,0.14,0.9
BF,"BF,CHUCK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,SEL,RAW",0,5.23,0.358,0.0,0.16,0.6
BF,"BF,CHK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,SEL,CKD,GRILLED",0,6.18,0.41,0.0,0.14,0.9
BEEF,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",0,4.04,0.526,0.0,0.21,0.0
BF,"BF,RND,KNUCKLE,TIP CNTR,STK,LN & FAT,0"" FAT,CHOIC,CKD,GRLD",0,2.92,0.515,0.0,0.2,0.2
BEEF,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SEL,RAW",0,5.39,0.527,0.0,0.2,0.0
BF,"BF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",0,3.83,0.457,0.0,0.19,0.2
BF,"BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",0,4.7,0.72,0.0,0.08,0.0
BF,"BF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,CH,CKD,GRILLED",0,3.83,0.68,0.0,0.1,0.0
BEEF,"BEEF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,RAW",0,3.61,0.724,0.0,0.07,0.0
BF,"BF,RND,OUT RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",0,4.41,0.66,0.0,0.1,0.0
BF,"BF,CHK,CLD,SHLDR TNDR,MEDALLION,LN & FAT,0"" FAT,ALL GRDS,RAW",0,3.97,0.503,0.0,0.09,0.2
BF,"BF,CHK,CLD,SHDR TNDR,MED,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",0,5.16,0.596,0.0,0.17,0.2
BEEF,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",0,3.07,0.616,0.0,0.17,0.2
BF,"BF,RND,KNUCK,TIP SIDE,STK,LN & FAT,0"" FAT,ALL GRDS,CKD,GRLD",0,4.18,0.559,0.0,0.2,0.0
BF,"BF,CHUCK,CLOD,TOP & CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",0,3.93,0.656,0.0,0.18,0.2
BF,"BF,CHK,CLD,TOP & CNTR ,STK,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",0,4.95,0.576,0.0,0.18,0.4
BEEF,"BEEF,CHUCK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",0,5.05,0.37,0.0,0.17,0.6
BF,"BF,CHUCK,CLOD,TOP BLADE,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD",0,5.89,0.387,0.0,0.14,0.9
BEEF,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",0,4.49,0.527,0.0,0.21,0.0
BF,"BF,RND,KNUCKLE,TIP CNTR,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD",0,3.23,0.496,0.0,0.2,0.2
BF,"BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL,RAW",0,4.34,0.721,0.0,0.08,0.0
BF,"BF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",0,4.03,0.673,0.0,0.1,0.0
BF,"BF,CHK, CLOD,SHLDR TENDER,MED,LN & FAT,0"" FAT,SE,CKD,GRILLED",0,6.01,0.615,0.0,0.17,0.2
USDA COMMODITY,"USDA COMMODITY,BF PATTIES W/VPP,FRZ,CKD",16,2.87,0.264,0.0,0.0,0.0
USDA COMMODITY,"USDA COMMODITY,BF,GROUND BULK/COARSE GROUND,FRZ,CKD",12,3.06,0.132,0.0,0.0,0.0
USDA COMMODITY,"USDA COMMODITY,BF,PATTIES (100%),FRZ,CKD",11,3.5,0.167,0.0,0.0,0.0
USDA COMMODITY,"USDA COMMODITY,BF PATTIES W/VPP,FRZ,RAW",17,3.59,0.44,0.0,0.0,0.0
USDA COMMODITY,"USDA COMMODITY,BF,PATTIES (100%),FRZ,RAW",0,2.05,0.214,0.0,0.0,0.0
USDA COMMODITY,"USDA COMMODITY,BF,GROUND,BULK/COARSE GROUND,FRZ,RAW",0,1.91,0.241,0.0,0.0,0.0
BEEF,"BEEF,CHUCK,MOCK TENDER STK,LN,0"" FAT,ALL GRDS,CKD,BRLD",0,3.39,0.322,0.0,0.16,0.0
BEEF,"BEEF,CHUCK,TOP BLADE,LN ONLY,TO 0"" FAT,ALL GRDS,CKD,BRLD",0,3.57,0.387,0.0,0.17,0.0
BEEF,"BEEF,CHUCK,CLOD RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",0,3.07,0.278,0.0,0.17,0.0
BEEF,"BEEF,CHUCK,CLOD STEAK,LN ONLY,TO 0"" FAT,ALL GRDS,CKD,BRSD",0,2.99,0.25,0.0,0.19,0.0
BEEF,"BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",0,3.37,0.32,0.0,0.16,0.0
BEEF,"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",0,3.42,0.324,0.0,0.15,0.0
BEEF,"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",0,3.38,0.32,0.0,0.18,0.0
BEEF,"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",0,3.71,0.467,0.0,0.16,0.0
BEEF,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,USDA CHOIC,CKD,RSTD",0,2.85,0.257,0.0,0.15,0.0
BEEF,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,USDA SEL,CKD,RSTD",0,3.15,0.284,0.0,0.16,0.0
BEEF,"BEEF,CHUCK,CLOD STEAK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRSD",0,2.8,0.208,0.0,0.18,0.0
BEEF,"BEEF,CHUCK,CLOD STEAK,LN & FAT,0"" FAT,USDA SEL,CKD,BRSD",0,3.09,0.299,0.0,0.18,0.0
BEEF,"BEEF,PLATE,SKIRT STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",0,3.72,0.321,0.0,0.1,0.0
BEEF,"BEEF,PLATE,OUTSIDE SKIRT,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",0,4.17,0.477,0.0,0.11,0.0
BEEF,"BEEF,SIRLOIN,TRI-TIP STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",0,2.83,0.443,0.0,0.17,0.0
BEEF,"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",0,3.39,0.321,0.0,0.16,0.0
BEEF,"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",0,3.51,0.38,0.0,0.17,0.0
BEEF,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",0,2.97,0.268,0.0,0.16,0.0
BEEF,"BEEF,CHUCK,CLOD STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",0,2.92,0.245,0.0,0.18,0.0
BEEF,"BEEF,GROUND,95% LN MEAT / 5% FAT,RAW",0,2.24,0.392,0.0,0.28,0.3
BEEF,"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,BRLD",0,2.47,0.412,0.0,0.36,1.3
BEEF,"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,PAN-BROILED",0,3.1,0.391,0.0,0.35,1.2
BEEF,"BEEF,GROUND,95% LN MEAT / 5% FAT,CRUMBLES,CKD,PAN-BROWNED",0,2.64,0.428,0.0,0.4,1.4
BEEF,"BEEF,GROUND,95% LN MEAT / 5% FAT,LOAF,CKD,BKD",0,2.5,0.357,0.0,0.38,1.3
BEEF,"BEEF,GROUND,90% LN MEAT / 10% FAT,RAW",0,2.21,0.369,0.0,0.32,0.8
BEEF,"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,BRLD",0,2.56,0.397,0.0,0.41,1.1
BEEF,"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,PAN-BROILED",0,2.95,0.379,0.0,0.39,1.1
BEEF,"BEEF,GROUND,90% LN MEAT / 10% FAT,CRUMBLES,CKD,PAN-BROWNED",0,2.71,0.428,0.0,0.44,1.2
BEEF,"BEEF,GROUND,90% LN MEAT / 10% FAT,LOAF,CKD,BKD",0,2.5,0.348,0.0,0.41,1.1
BEEF,"BEEF,GROUND,85% LN MEAT / 15% FAT,RAW",0,2.17,0.346,0.0,0.37,1.3
BEEF,"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,BRLD",0,2.64,0.382,0.0,0.45,1.2
BEEF,"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,PAN-BROILED",0,2.81,0.367,0.0,0.42,1.2
BEEF,"BEEF,GROUND,85% LN MEAT / 15% FAT,CRUMBLES,CKD,PAN-BROWNED",0,2.79,0.428,0.0,0.47,1.3
BEEF,"BEEF,GROUND,85% LN MEAT / 15% FAT,LOAF,CKD,BKD",0,2.49,0.338,0.0,0.44,1.2
BEEF,"BEEF,GROUND,80% LN MEAT / 20% FAT,RAW",0,2.14,0.323,0.0,0.41,1.8
BEEF,"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,BRLD",0,2.73,0.367,0.0,0.47,1.6
BEEF,"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,PAN-BROILED",0,2.66,0.356,0.0,0.44,1.5
BEEF,"BEEF,GROUND,80% LN MEAT / 20% FAT,CRUMBLES,CKD,PAN-BROWNED",0,2.86,0.428,0.0,0.48,1.6
BEEF,"BEEF,GROUND,80% LN MEAT / 20% FAT,LOAF,CKD,BKD",0,2.48,0.329,0.0,0.45,1.5
BEEF,"BEEF,GROUND,75% LN MEAT / 25% FAT,RAW",0,2.11,0.301,0.0,0.45,2.4
BEEF,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,BRLD",0,2.81,0.351,0.0,0.47,2.2
BEEF,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,PAN-BROILED",0,2.52,0.344,0.0,0.44,2.0
BEEF,"BEEF,GROUND,75% LN MEAT / 25% FAT,CRUMBLES,CKD,PAN-BROWNED",0,2.94,0.429,0.0,0.48,2.2
BEEF,"BEEF,GROUND,75% LN MEAT / 25% FAT,LOAF,CKD,BKD",0,2.47,0.32,0.0,0.45,2.1
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,RAW",0,0.95,0.635,0.0,0.29,1.2
BEEF,"BEEF,TENDERLOIN,LN,1/8"" FAT,SEL,RAW",0,0.93,0.622,0.0,0.31,1.2
BEEF,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,SEL,RAW",0,0.94,0.628,0.0,0.28,1.1
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN,1/8"" FAT,SEL,RAW",0,0.98,0.651,0.0,0.29,1.2
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,CKD,BRLD",0,1.47,0.682,0.0,0.4,1.4
BEEF,"BEEF,TENDERLOIN,LN,1/8"" FAT,SEL,CKD,BRLD",0,1.39,0.642,0.0,0.4,1.4
BEEF,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,SEL,CKD,BRLD",0,1.4,0.648,0.0,0.37,1.3
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN,1/8"" FAT,SEL,CKD,BRLD",0,1.41,0.65,0.0,0.38,1.3
BEEF,"BEEF,RND,BTTM RND LN,1/8"" FAT,SEL,CKD,RSTD",0,1.46,0.375,0.0,0.36,1.3
BEEF,"BEEF,RND,EYE OF RND RST,LN,1/8"" FAT,SEL,CKD,RSTD",0,1.52,0.39,0.0,0.36,1.3
BEEF,"BEEF,RND,TOP RND,LN,1/8"" FAT,SEL,CKD,BRLD",0,1.62,0.417,0.0,0.34,1.2
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,SEL,CKD,BRSD",0,1.77,0.455,0.0,0.44,1.6
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,ALL GRDS,RAW",0,1.57,0.656,0.0,0.29,1.2
BEEF,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",0,2.42,0.317,0.0,0.47,1.7
BEEF,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,RAW",0,1.84,0.519,0.0,0.29,1.1
BEEF,"BEEF,RND,EYE OF RND,LN,1/8"" FAT,ALL GRDS,RAW",0,1.6,0.667,0.0,0.28,1.1
BEEF,"BEEF,RND,EYE OF RND,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",0,1.64,0.399,0.0,0.37,1.9
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,RAW",0,1.1,0.625,0.0,0.32,1.3
BEEF,"BEEF,TENDERLOIN,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",0,1.66,0.623,0.0,0.4,1.4
BEEF,"BEEF,TENDERLOIN,LN,1/8"" FAT,ALL GRDS,RAW",0,1.09,0.619,0.0,0.32,1.3
BEEF,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",0,2.53,0.332,0.0,0.45,1.6
BEEF,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,RAW",0,1.88,0.532,0.0,0.28,1.1
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,ALL GRDS,CKD",0,1.54,0.376,0.0,0.36,2.0
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",0,1.89,0.461,0.0,0.45,1.6
BEEF,"BEEF,SHRT LOIN,TOP LOIN LN,1/8"" FAT,ALL GRDS,CKD,BRLD",0,1.68,0.629,0.0,0.39,1.4
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN,1/8"" FAT,ALL GRDS,RAW",0,1.13,0.642,0.0,0.3,1.2
BEEF,"BEEF,RND,TOP RND,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",0,1.75,0.427,0.0,0.49,17.5
BEEF,"BEEF,RND,TOP RND,LN,1/8"" FAT,ALL GRDS,RAW",0,1.62,0.677,0.0,0.27,1.1
BEEF,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",0,1.68,0.631,0.0,0.38,1.4
